id,catalog_number,additional_description
773629,G3050N,"<table>
			<tr>
				<td><font></font></td><td><font><b>Spring Retractable Grounding Reels </b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's static discharge reels are used to ground equipment operating in hazardous atmospheres. When properly clamped to the ground, the static discharge reel dissipates static electrical buildup, reducing the chances of sparking and the potential for explosion. *Nylon covered cable (1/8"" O.D.).</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Strength - Made from industrial grade carbon steel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Compact design - Reels require little mounting space for applications where space is a critical requirement.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Corrosion resistance - Steel components are powder coated for superior corrosion resistance. Steel cable available with nylon coating for longer service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easily adjust spring tension - Loosening two screws allows user to add or remove spring tension.</li></span></p><br>
                    </ul>"
773633,AA32112L4A,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 1-1/2 HP Air Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control. </font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Motor options - Multiple motor options provide an easy method to rewind long lengths of hose.</li></span></p><br>
                    </ul>"
773677,CA30122L,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Hand Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft Series 30000 reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, a heavy gauge steel frame, spool and drum ensure longest service life.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p></p>
                        <p></p><br>
                    </ul>"
773673,BA32112M,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Bevel Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool </font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - The goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow, stress-free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p></p><br>
                    </ul>"
773733,5400OMP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Premium Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 5000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quiet speed latch - The latch cam is designed for reliable quiet operation.</li></span></p><br>
                    </ul>"
773561,S17-260044,"<table>
		<tr>
			<td><font></font></td><td><font><b>Grease Inlet Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. NOTE: A flexible hose connection must be used between the hose reel inlet and the source of supply to prevent possible misalignment and binding or warranty is void. Swivel fittings are recommended to protect hose during installation.</font></td>
		</tr>
	</table>"
773693,CA33118L,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Hand Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p><br>
                    </ul>"
773725,5450OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Premium Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 5000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quiet speed latch - The latch cam is designed for reliable quiet operation.</li></span></p><br>
                    </ul>"
773771,7800OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 7000 is very robust and ideal for the most demanding applications. The reels base and guide arm are formed from high-grade steel and engineered with structural forms and gussets to yield the greatest amount of strength. The basic reel without hose can be used for air, water or oil. Consult Reelcraft for other products and hoses. Guide arm adjusts to 7 positions.                                                   </font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The steel guide arm and base are stamped with ribs and gussets to insure maximum strength and lightest possible weight.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p><br>
                    </ul>"
773742,A5805OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Premium Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 5005 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quiet speed latch - The latch cam is designed for reliable quiet operation.</li></span></p><br>
                    </ul>"
773746,5605OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Premium Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 5005 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quiet speed latch - The latch cam is designed for reliable quiet operation.</li></span></p><br>
                    </ul>"
773565,S601027-2,"<table>
		<tr>
			<td><font></font></td><td><font><b>Air/Water Inlet Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. NOTE: A flexible hose connection must be used between the hose reel inlet and the source of supply to prevent possible misalignment and binding or warranty is void. Swivel fittings are recommended to protect hose during installation.</font></td>
		</tr>
	</table>"
773705,4625OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Premium Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 4000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quiet speed latch - The latch cam is designed for reliable quiet operation.</li></span></p><br>
                    </ul>"
773892,DP7600OMP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Compact Dual Pedestal Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts new compact dual pedestal Series DP7000 features an innovative, non-welded, interlocking base. Independent testing to military standards has proven the reel stand up to heavy vibration, which makes them especially strong and ideal for truck-mounted applications. Superbly engineered dual pedestal base and guide arm are structurally reinforced. All-steel construction and a baked-on powder coat finish combine to produce a rugged corrosion-resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - Steel guide arm and dual pedestal base are stamped with ribs and gussets to insure maximum strength and lightest possible weight. The interlocking base eliminated the need for welds increasing the strength while utilizing fewer parts.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Superior latch spring design - The torsions style latch spring life far exceeds that of conventional coil springs.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The swivel rides on a through shaft offering unparalled support and strength.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Long life drive spring - Declutching arbor eliminates reverse spring winding, and torsions latch spring is virtually unbreakable.  High quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p><br>
                    </ul>"
773758,F7925OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Spring Retractable Fuel Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts spring retractable fuel delivery reels, equipped with Viton seals, incorporate metal forms to insure the greatest possible strength and are ideal for mobile and permanent-mount applications. These rugged, corrosion-resistant reels are suitable for a wide variety of fuel applications including E85. Series F7000 reels are supplied with our ball-bearing style swivel.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Robust latching mechanism - Latch and ratchet are made of heavy duty cast aluminum with substantial surface area to limit the opportunity for premature wear.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p><br>
                    </ul>"
773888,DP7850OMP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Compact Dual Pedestal Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts new compact dual pedestal Series DP7000 features an innovative, non-welded, interlocking base. Independent testing to military standards has proven the reel stand up to heavy vibration, which makes them especially strong and ideal for truck-mounted applications. Superbly engineered dual pedestal base and guide arm are structurally reinforced. All-steel construction and a baked-on powder coat finish combine to produce a rugged corrosion-resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - Steel guide arm and dual pedestal base are stamped with ribs and gussets to insure maximum strength and lightest possible weight. The interlocking base eliminated the need for welds increasing the strength while utilizing fewer parts.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Superior latch spring design - The torsions style latch spring life far exceeds that of conventional coil springs.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The swivel rides on a through shaft offering unparalled support and strength.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Long life drive spring - Declutching arbor eliminates reverse spring winding, and torsions latch spring is virtually unbreakable.  High quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p><br>
                    </ul>"
773900,HS37000L,"<table>
			<tr>
				<td><font></font></td><td><font><b>Hand Crank Stainless Steel Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts stainless steel hose reels are ideal for food processing, pre-rinse, wash down, chemical transfer and industrial-solvent handling. Also suitable for coastal, offshore and on-board ship in marine applications where the harsh environment of salt water spray requires the use of stainless hose reels. Swivel include Viton O-rings. Note: Standard latch parts are made from aluminum. Stainless latch parts and fluid path are available as a standard option by placing a -S at the end of the part number. Example: OLS-S</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Quality finish and corrosions resistant - Stainless steel components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Convenient adjustment of hand crank handle - the handle can easily be rotated out of the way by loosening the set screw.</li></span></p><br>
                    </ul>"
773815,LPD84000OLS,"<table>
			<tr>
				<td><font></font></td><td><font><b>Spring Retractable Liquid Propane Gas Reels</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts Series 80000 and D80000 spring retractable reels incorporate the most current design and manufacturing techniques to guarantee long life and trouble-free performance. An all stainless steel construction produces a rugged, corrosion-resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Quality finish and corrosion resistant - Stainless Steel components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full Circle® UL approved swivel</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Dual pedestal and guide arm support for structural strength.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Two sealed ball bearings for smooth rotation on main shaft.</li></span></p><br>
                    </ul>"
773872,DP5600OHP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Compact Dual Pedestal Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts new compact dual pedestal Series DP5000 features an innovative, non-welded, interlocking base. Independent testing to military standards has proven the reel stand up to heavy vibration, which makes them especially strong and ideal for truck-mounted applications. Superbly engineered dual pedestal base and guide arm are structurally reinforced. All-steel construction and a baked-on powder coat finish combine to produce a rugged corrosion-resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - Steel guide arm and dual pedestal base are stamped with ribs and gussets to insure maximum strength and lightest possible weight. The interlocking base eliminated the need for welds increasing the strength while utilizing fewer parts.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Superior latch spring design - The torsions style latch spring life far exceeds that of conventional coil springs.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The swivel rides on a through shaft offering unparalled support and strength.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Long life drive spring - Declutching arbor eliminates reverse spring winding, and torsions latch spring is virtually unbreakable.  High quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p><br>
                    </ul>"
773880,DP5835OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Compact Dual Pedestal Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts new compact dual pedestal Series DP5000 features an innovative, non-welded, interlocking base. Independent testing to military standards has proven the reel stand up to heavy vibration, which makes them especially strong and ideal for truck-mounted applications. Superbly engineered dual pedestal base and guide arm are structurally reinforced. All-steel construction and a baked-on powder coat finish combine to produce a rugged corrosion-resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - Steel guide arm and dual pedestal base are stamped with ribs and gussets to insure maximum strength and lightest possible weight. The interlocking base eliminated the need for welds increasing the strength while utilizing fewer parts.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Superior latch spring design - The torsions style latch spring life far exceeds that of conventional coil springs.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The swivel rides on a through shaft offering unparalled support and strength.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Long life drive spring - Declutching arbor eliminates reverse spring winding, and torsions latch spring is virtually unbreakable.  High quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p><br>
                    </ul>"
773908,H28000M,"<table>
			<tr>
				<td><font></font></td><td><font><b>Medium Duty Hand Crank Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts Series H hose reel is an economical reel designed for medium duty applications
requiring long lengths of hose. It is equally suited for plant or field use such as turf care, pest control, steam cleaning and more. Shipped completely assembled, ready to install.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Convenient adjustment of hand crank handle - the handle can easily be rotated out of the way by loosening the set screw.</li></span></p><br>
                    </ul>"
773928,TH88000OMP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Twin Hydraulic Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>The hydraulic series hose reel incorporates contemporary engineering and manufacturing techniques to give trouble free performance. Used for medium pressure hydraulic applications, Series TH hose reels are ideal for operating hydraulic cylinders, tools and equipment. Reels are all steel construction and compact for applications with critical space requirements.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Constant tension or pos-i-latch spool mechanism</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Compact design for critical space requirements</li></span></p><br>
                    </ul>"
773359,L7050104X,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 7000 power cord reels offer many different styles of outlets. Easy to mount and structurally strong, the power cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. *For indoor, non-weather tight applications only.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p><br>
                    </ul>"
773283,EA38112M12D,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 12 V DC Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Compact design and quality steel construction are incorporated into Reelcraft's full line of pressure wash hose reels, rated up to 5000 psi. The Series 30000 reels are able to carry long lengths of tangle-free hose and are complete with a high pressure water swivel for maximum product delivery. The high pressure water swivel is designed to handle a broad range of pressures, temperatures and chemicals; perfect for agriculture/marine, equipment cleaning and pressure washing applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>High pressure water swivel - Designed to handle a broad range of pressures, temperatures, and chemicals; perfect for agriculture / marine, equipment cleaning and pressure washing applications. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Hose replacement made easy - The goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p><br>
                    </ul>"
773379,600193,"<table>
			<tr>
				<td><font></font></td><td><font><b>Adjustable Cord Bumper                                                                              </b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Adjustable cord bumpers are solid molded rubber assuring a long life and nonslip grip. Cord bumpers allow the desired length of cord to be permanently stored outside the reel. When ordering, advise the part number, reel model, AWG and number of conductors.                                                                                                                                                </font></td>
			</tr>
		</table>"
773423,L45451237,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Power Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p><br>
                    </ul>"
